gamma,state,exact_value,mc_value,mc_sample_std,mc_stderr,mc_ci_lower_95,mc_ci_upper_95,absolute_error,exact_rank_within_gamma,mc_rank_within_gamma,num_time_steps,num_trajectories
0.75,Home,5.231978997780907,5.16077590736443,1.7644340462233512,0.17644340462233513,4.814946834304653,5.506604980424207,0.07120309041647666,3,3,50,100
0.8,Chat,6.311344036796269,6.255746464221302,4.312101613235583,0.4312101613235583,5.410574548027127,7.100918380415476,0.05559757257496756,4,3,50,100
0.8,Coffee,7.752158842410479,7.433580381794934,3.7706682528731412,0.3770668252873141,6.694529404231798,8.17263135935807,0.3185784606155444,2,2,50,100
0.8,Computer,9.360344161004443,9.218662949685399,4.695243017099281,0.4695243017099281,8.29839531833394,10.138930581036858,0.1416812113190442,1,1,50,100
0.8,Home,6.693594688889178,6.051657507260476,2.1414176396139166,0.21414176396139167,5.6319396498961485,6.471375364624803,0.6419371816287018,3,4,50,100
0.8500000000000001,Chat,8.83552651812574,9.066775128325894,4.764749564969679,0.4764749564969679,8.132884213591836,10.000666043059951,0.2312486102001543,4,4,50,100
0.8500000000000001,Coffee,10.253427195798109,9.612312628734033,3.8749696825143154,0.38749696825143154,8.852818570961228,10.371806686506838,0.6411145670640757,2,2,50,100
0.8500000000000001,Computer,11.912911985484325,11.861546297486168,6.03678684827107,0.603678684827107,10.678336075225038,13.044756519747297,0.05136568799815677,1,1,50,100
0.8500000000000001,Home,9.154526152876482,9.374892960324784,3.366466511399222,0.3366466511399222,8.715065524090537,10.034720396559031,0.22036680744830228,3,3,50,100
0.9,Chat,13.811109291207782,13.351676914794966,5.670366852587428,0.5670366852587427,12.240285011687831,14.463068817902101,0.4594323764128152,4,4,50,100
0.9,Coffee,15.20628484437476,15.085097608171916,6.621762303492324,0.6621762303492325,13.78723219668742,16.38296301965641,0.12118723620284477,2,2,50,100
0.9,Computer,16.91398314729658,15.119273617491759,6.257130382307189,0.6257130382307189,13.89287606255955,16.34567117242397,1.7947095298048215,1,1,50,100
0.9,Home,14.057534635612306,14.475960978537493,5.339865606799316,0.5339865606799317,13.429347319604828,15.522574637470159,0.4184263429251871,3,3,50,100
0.9500000000000001,Chat,26.6994432682427,25.89359918956767,8.379182911352075,0.8379182911352074,24.251279338942663,27.535919040192677,0.8058440786750296,4,4,50,100
0.9500000000000001,Coffee,28.072181804502392,28.69178654003765,8.583460483084671,0.8583460483084672,27.009428285353057,30.374144794722245,0.6196047355352583,2,2,50,100
0.9500000000000001,Computer,29.82419382398621,29.76689278544883,8.441144257324634,0.8441144257324634,28.112428511013203,31.42135705988446,0.057301038537378446,1,1,50,100
0.9500000000000001,Home,26.862853532201868,26.819272021613905,7.322044957491111,0.7322044957491112,25.384151209945646,28.254392833282164,0.04358151058796267,3,3,50,100
1.0,Chat,74.42475461018392,76.75,20.34270772477837,2.034270772477837,72.76282928594344,80.73717071405656,2.325245389816075,4,2,50,100
1.0,Coffee,75.77546551065787,75.84,18.36208214244944,1.836208214244944,72.24103190007992,79.43896809992009,0.06453448934213668,2,4,50,100
1.0,Computer,77.56693470497066,77.99,21.072024155742657,2.1072024155742657,73.85988326547444,82.12011673452555,0.4230652950293319,1,1,50,100
1.0,Home,74.49347498933085,76.24,21.117334542546278,2.1117334542546278,72.10100242966092,80.37899757033907,1.7465250106691457,3,3,50,100
